Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Fantastic Children,TV,26,Finished Airing,10/5/2004,3/29/2005,Fall,2,null,{bandai entertainment},Nippon Animation,Original,"{adventure,fantasy,mystery,romance,sci-fi}",24,PG-13,7.64,5219,21156,230
Free!: Take Your Marks,Special,1,Finished Airing,10/28/2017,null,null,null,null,{funimation},Kyoto Animation,Light novel,"{school,slice of life,sports}",null,PG-13,7.64,599,17097,32
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Special,16,Finished Airing,8/26/2009,11/24/2010,null,null,{studio moriken},{funimation},Bones,4-koma manga,"{parody,fantasy,comedy,military}",2,PG-13,7.64,17343,38003,121
Future GPX Cyber Formula Zero,OVA,8,Finished Airing,4/1/1994,2/1/1995,null,null,null,null,Sunrise,-,"{drama,sci-fi,shounen,sports}",30,PG-13,7.64,625,1373,6
Haiyore! Nyaruko-san F,OVA,1,Finished Airing,6/19/2015,null,null,null,"{sotsu,studio mausu,dive ii entertainment,avex pictures}",null,Xebec,Light novel,"{sci-fi,comedy,parody,romance}",27,PG-13,7.64,14940,29765,58
Imawa no Kuni no Alice (OVA),OVA,3,Finished Airing,10/15/2014,2/16/2015,null,null,{barnum studio},null,"Silver Link.,Connect",Manga,"{action,psychological,supernatural,thriller,shounen}",23,R,7.64,10359,22770,59
Initial D Battle Stage,OVA,1,Finished Airing,5/15/2002,null,null,null,"{ob planning,fuji tv}",null,Pastel,Manga,"{action,cars,drama,seinen,sports}",52,G,7.64,9219,17787,56
Kaitou Saint Tail,TV,43,Finished Airing,10/12/1995,9/12/1996,Fall,4,"{dentsu,tokyo movie shinsha,asahi broadcasting}",{tokyopop},TMS Entertainment,Manga,"{adventure,magic,romance,shoujo}",22,G,7.64,4213,10900,134
Kamisama no Memochou,TV,12,Finished Airing,7/2/2011,9/24/2011,Summer,6,"{lantis,at-x,warner bros.,klockworx,ascii media works}",{sentai filmworks},J.C.Staff,Light novel,{mystery},26,R,7.64,67148,160159,705
KanColle Movie,Movie,1,Finished Airing,11/26/2016,null,null,null,null,null,Diomedea,Card game,"{action,military,sci-fi,drama}",93,PG-13,7.64,7214,21353,138
Kareshi Kanojo no Jijou,TV,26,Finished Airing,10/2/1998,3/26/1999,Fall,5,"{tv tokyo,gansis}",{nozomi entertainment},"Gainax,J.C.Staff",Manga,"{comedy,drama,romance,school,shoujo,slice of life}",24,PG-13,7.64,46942,120291,1435
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,Movie,1,Finished Airing,3/1/2008,null,null,null,{kadokawa pictures japan},null,Sunrise,-,"{comedy,sci-fi,shounen}",95,PG,7.64,1395,2998,12
Konjiki no Gash Bell!!,TV,150,Finished Airing,4/6/2003,3/26/2006,Spring,0,"{yomiko advertising,fuji tv}","{viz media,flatiron film company}",Toei Animation,Manga,"{adventure,comedy,supernatural,magic,shounen}",23,PG-13,7.64,29404,67687,809
Minami-ke Okaeri,TV,13,Finished Airing,1/5/2009,3/30/2009,Winter,1,null,null,Asread,Manga,"{slice of life,comedy,school}",24,PG-13,7.64,27663,51019,62
Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA,1,Finished Airing,7/23/2014,null,null,null,{media factory},null,Silver Link.,Manga,"{comedy,school,seinen,slice of life}",20,PG-13,7.64,18024,32755,24
Ranma ½: Akumu! Shunmin Kou,OVA,1,Finished Airing,7/31/2008,null,null,null,{atelier musa},null,"Sunrise,Studio Deen",Manga,"{action,comedy,supernatural,martial arts,shounen}",30,PG-13,7.64,4026,8510,7
Shin Tennis no Ouji-sama,TV,13,Finished Airing,1/5/2012,3/29/2012,Winter,null,"{tv tokyo,bandai visual,nihon ad systems,tv tokyo music,marvelous aql,shueisha}",null,"Production I.G,M.S.C",Manga,"{action,comedy,sports,shounen}",23,PG-13,7.64,19209,37033,199
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,1,Finished Airing,8/20/1994,null,null,null,null,null,Toei Animation,-,"{slice of life,comedy,sports,drama,school,shounen}",45,PG-13,7.64,4920,9293,19
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,Movie,1,Finished Airing,1/25/2014,null,null,null,"{aniplex,tbs,rakuonsha,nippon columbia,banpresto,bandai namco entertainment}",null,A-1 Pictures,Game,"{music,comedy,drama}",121,PG-13,7.64,7434,15625,47
Tsubasa Chronicle,TV,26,Finished Airing,4/9/2005,10/15/2005,Spring,6,"{nhk,kodansha}",{funimation},Bee Train,Manga,"{action,adventure,fantasy,magic,romance,supernatural,shounen}",25,PG-13,7.64,69771,158068,2031
Aa! Megami-sama! Movie,Movie,1,Finished Airing,10/21/2000,null,null,null,"{bandai visual,pony canyon,kodansha,movic,sega}",{geneon entertainment usa},AIC,Original,"{comedy,magic,romance,seinen,supernatural}",106,PG-13,7.63,18525,32576,95
Amagi Brilliant Park,TV,13,Finished Airing,10/7/2014,12/26/2014,Fall,5,"{avex entertainment,tbs,dax production,flying dog,mobcast}",{sentai filmworks},Kyoto Animation,Light novel,"{comedy,magic,fantasy}",24,PG-13,7.63,172096,308748,1509
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Movie,1,Finished Airing,12/23/1995,null,null,null,null,{viz media},"Toei Animation,Production Reed",Manga,"{drama,magic,shoujo}",1,PG-13,7.63,15596,27921,54
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie,1,Finished Airing,12/13/2008,null,null,null,null,{viz media},Studio Pierrot,Manga,"{action,comedy,super power,supernatural,shounen}",94,PG-13,7.63,89613,143380,574
Darker than Black: Kuro no Keiyakusha Special,Special,1,Finished Airing,3/27/2008,null,null,null,"{aniplex,square enix}",{funimation},Bones,Original,"{sci-fi,comedy,parody}",23,R,7.63,60394,100878,181
Fairy Tail Movie 1: Houou no Miko,Movie,1,Finished Airing,8/18/2012,null,null,null,"{tv tokyo,dentsu}",{funimation},"Satelight,A-1 Pictures",Manga,"{action,adventure,fantasy,magic,comedy,shounen}",86,PG-13,7.63,62239,106382,378
Hanbun no Tsuki ga Noboru Sora,TV,6,Finished Airing,1/13/2006,2/24/2006,Winter,null,"{pony canyon,dream force}","{nozomi entertainment,crimson star media}",Group TAC,Light novel,"{comedy,drama,romance}",24,PG-13,7.63,38529,74657,439
Heroic Age,TV,26,Finished Airing,4/2/2007,10/1/2007,Spring,null,{starchild records},{funimation},Xebec,Original,"{action,mecha,military,sci-fi,space}",23,PG-13,7.63,33472,76897,599
Hetalia: The World Twinkle Extra Disc,OVA,1,Finished Airing,2/24/2016,null,null,null,null,{funimation},Studio Deen,Manga,"{comedy,historical,parody}",12,PG-13,7.63,1332,3926,13
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,Movie,1,Finished Airing,12/23/2011,null,null,null,"{studio jack,dentsu tec}",null,OLM,Game,"{sci-fi,sports,super power,shounen}",90,G,7.63,3479,6565,15
Inu x Boku SS,TV,12,Finished Airing,1/13/2012,3/30/2012,Winter,5,"{aniplex,square enix,mainichi broadcasting system,movic,inu x boku ss production partners}",{sentai filmworks},David Production,Manga,"{comedy,supernatural,romance,shounen}",24,PG-13,7.63,137941,280642,2790
Kiniro no Corda: Primo Passo,TV,25,Finished Airing,10/2/2006,3/26/2007,Fall,null,"{aniplex,hakusensha,koei,tyo}",{sentai filmworks},Yumeta Company,Visual novel,"{comedy,drama,harem,magic,music,romance,school,shoujo}",24,PG-13,7.63,36658,71800,1122
Konnichiwa Anne: Before Green Gables,TV,39,Finished Airing,4/5/2009,12/27/2009,Spring,0,null,null,Nippon Animation,Novel,"{drama,historical,kids,slice of life}",20,G,7.63,816,3511,13
Love Stage!!,TV,10,Finished Airing,7/10/2014,9/11/2014,Summer,4,{kadokawa shoten},{sentai filmworks},J.C.Staff,Manga,"{comedy,romance,shounen ai}",23,PG-13,7.63,65184,117399,1275
Oda Nobuna no Yabou,TV,12,Finished Airing,7/9/2012,9/24/2012,Summer,null,"{pony canyon,at-x,klockworx,softbank creative corp.}",{sentai filmworks},"Madhouse,Studio Gokumi",Light novel,"{comedy,historical,romance}",24,PG-13,7.63,90302,176377,971
Owari no Seraph,TV,12,Finished Airing,4/4/2015,6/20/2015,Spring,6,"{rakuonsha,nbcuniversal entertainment japan,shueisha}",{funimation},Wit Studio,Manga,"{action,military,supernatural,drama,vampire,shounen}",23,R,7.63,269154,489164,6516
Persona 4 the Animation,TV,25,Finished Airing,10/7/2011,3/30/2012,Fall,null,"{aniplex,mainichi broadcasting system,ascii media works,index}",{sentai filmworks},AIC A.S.T.A.,Game,"{sci-fi,adventure,mystery,super power,supernatural,school}",25,PG-13,7.63,75266,165559,1728
PriPara,TV,140,Finished Airing,7/5/2014,3/28/2017,Summer,2,{tv tokyo},null,"Tatsunoko Production,Dongwoo A&E",Game,"{music,slice of life,school,shoujo}",23,PG,7.63,1568,10973,210
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,1,Finished Airing,12/20/1997,null,null,null,"{fuji tv,sony music entertainment}","{adv films,aniplex of america}",Studio Gallop,Manga,"{samurai,historical,drama,shounen}",91,R,7.63,20869,37127,92
Shion no Ou,TV,22,Finished Airing,10/14/2007,3/23/2008,Fall,null,"{yomiko advertising,pony canyon,fuji tv,dax production}",null,Studio Deen,Manga,"{drama,game,mystery,thriller}",23,PG-13,7.63,8217,23513,77
Tenshi no Tamago,OVA,1,Finished Airing,12/22/1985,null,null,null,{tokuma shoten},{anchor bay films},Studio Deen,Original,"{fantasy,dementia,drama}",71,PG-13,7.63,20431,52097,1049
Toaru Majutsu no Index,TV,24,Finished Airing,10/5/2008,3/19/2009,Fall,null,"{geneon universal entertainment,square enix,at-x,ascii media works,kadokawa contents gate}",{funimation},J.C.Staff,Light novel,"{action,magic,sci-fi,super power}",23,R,7.63,197827,403397,4209
Urusei Yatsura Movie 5: Final,Movie,1,Finished Airing,2/6/1988,null,null,null,{kitty films},null,-,Manga,"{action,sci-fi,adventure,comedy,drama,romance}",85,PG-13,7.63,1475,3576,9
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,OVA,1,Finished Airing,9/19/2013,null,null,null,null,null,Brain's Base,Light novel,"{comedy,romance,school}",23,PG-13,7.63,69042,111341,241
Arslan Senki (TV): Fuujin Ranbu,TV,8,Finished Airing,7/3/2016,8/21/2016,Summer,0,"{mainichi broadcasting system,magic capsule,ultra super pictures,graphinica,nbcuniversal entertainment japan}",{funimation},LIDENFILMS,Manga,"{action,adventure,historical,supernatural,drama,fantasy,shounen}",24,PG-13,7.62,43211,81092,130
Detective Conan: Black History 2,Special,1,Finished Airing,12/17/2007,null,null,null,null,null,TMS Entertainment,-,"{adventure,mystery,comedy,police,shounen}",50,PG-13,7.62,1006,3462,2
Digimon Adventure tri. 1: Saikai,Movie,1,Finished Airing,11/21/2015,null,null,null,"{bandai,ai addiction}",{shout! factory},Toei Animation,Original,"{action,adventure,comedy,drama}",89,PG-13,7.62,38419,75232,293
Drifters (OVA),OVA,2,Finished Airing,12/23/2017,null,null,null,null,null,Hoods Drifters Studio,Manga,"{action,adventure,comedy,historical,samurai,fantasy,seinen}",26,R,7.62,3718,40210,60
Fushigi no Umi no Nadia,TV,39,Finished Airing,4/13/1990,4/12/1991,Spring,null,"{nhk,sogo vision}","{adv films,sentai filmworks}",Gainax,Original,"{adventure,comedy,historical,romance,sci-fi}",25,PG-13,7.62,10859,33613,330
Ghost in the Shell: Arise - Border:2 Ghost Whispers,Movie,1,Finished Airing,11/30/2013,null,null,null,null,{funimation},Production I.G,Manga,"{mecha,police,psychological,sci-fi}",56,R,7.62,16581,32450,29
Hokuto no Ken: Raoh Gaiden Gekitou-hen,Movie,1,Finished Airing,4/28/2007,null,null,null,null,null,Toei Animation,-,"{action,adventure,martial arts,romance}",89,R,7.62,2685,5921,14
InuYasha: Guren no Houraijima,Movie,1,Finished Airing,12/23/2004,null,null,null,null,{viz media},Sunrise,Manga,"{adventure,comedy,demons,drama,historical,romance,shounen,supernatural}",87,PG-13,7.62,32926,57485,178
Love Live! School Idol Project,TV,13,Finished Airing,1/6/2013,3/31/2013,Winter,0,"{bandai visual,lantis,ascii media works,bushiroad}","{nis america, inc.}",Sunrise,Other,"{slice of life,music,school}",23,PG-13,7.62,116730,229793,6259
Mahou Shoujo Lyrical Nanoha: Reflection,Movie,1,Finished Airing,7/22/2017,null,null,null,{shochiku},null,Seven Arcs Pictures,Original,"{action,super power,drama,magic}",107,None,7.62,658,7586,21
Mainichi Kaasan,TV,142,Finished Airing,4/1/2009,3/25/2012,Spring,null,{nihon ad systems},null,-,Manga,"{slice of life,comedy}",25,PG,7.62,396,2057,24
Major 2nd (TV),TV,null,Currently Airing,4/7/2018,null,Spring,6,"{nhk,shogakukan}",null,NHK Enterprises,Manga,"{comedy,sports,drama,shounen}",24,PG-13,7.62,757,7585,28
Marmalade Boy,TV,76,Finished Airing,3/13/1994,9/3/1995,Spring,0,{asahi broadcasting},"{discotek media,tokyopop}",Toei Animation,Manga,"{comedy,drama,romance,shoujo}",24,PG-13,7.62,12209,29984,451
Mirai Nikki: Redial,OVA,1,Finished Airing,6/19/2013,null,null,null,null,{funimation},Asread,Manga,"{action,psychological,supernatural,shounen}",29,R,7.62,121544,187358,463
"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,1,Finished Airing,7/23/2003,null,null,null,{magic bus},null,-,Book,"{drama,school,slice of life}",79,G,7.62,583,1713,10
Nijuu Mensou no Musume,TV,22,Finished Airing,4/13/2008,9/28/2008,Spring,null,"{pra,sakura create,fuji pacific music publishing}",null,"Bones,Telecom Animation Film",Manga,"{action,adventure,mystery}",22,PG-13,7.62,8879,24616,147
Omoide Poroporo,Movie,1,Finished Airing,7/20/1991,null,null,null,{tokuma shoten},{gkids},Studio Ghibli,Manga,"{slice of life,drama,romance}",118,G,7.62,26756,55374,447
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,Special,1,Finished Airing,4/15/2009,null,null,null,null,null,Shaft,Manga,"{parody,comedy,school}",31,PG-13,7.62,3631,7502,3
Perrine Monogatari,TV,53,Finished Airing,1/1/1978,12/31/1978,Winter,0,{bandai visual},null,Nippon Animation,Novel,"{slice of life,historical,drama,shoujo}",25,G,7.62,530,2439,9
Pokemon Black and White 2: Introduction Movie,ONA,1,Finished Airing,5/16/2012,null,null,null,null,null,OLM,Game,"{action,fantasy,kids}",6,PG,7.62,5847,10451,17
R.O.D the TV,TV,26,Finished Airing,9/1/2003,3/16/2004,Fall,null,"{aniplex,studio deen,broccoli,sony music entertainment}","{aniplex of america,geneon entertainment usa}",J.C.Staff,Light novel,"{action,adventure,comedy,drama,sci-fi,super power}",25,PG-13,7.62,22337,52849,385
Shin Tennis no Ouji-sama Specials,Special,7,Finished Airing,4/20/2012,4/24/2013,null,null,{nihon ad systems},null,"Production I.G,M.S.C",-,"{action,comedy,sports,shounen}",23,PG-13,7.62,2602,6842,21
Shoukoushi Cedie,TV,43,Finished Airing,1/10/1988,12/25/1988,Winter,0,{fuji tv},null,Nippon Animation,Novel,"{slice of life,drama,shoujo}",24,G,7.62,832,2105,12
Tatakae! Chou Robot Seimeitai Transformers,TV,98,Finished Airing,7/6/1985,6/26/1987,Summer,null,"{hasbro,akom}",null,Toei Animation,-,"{sci-fi,adventure,mecha,shounen}",23,PG-13,7.62,3494,6411,89
"Tokyo Ghoul: ""Jack""",OVA,1,Finished Airing,9/30/2015,null,null,null,null,null,Studio Pierrot,Manga,"{action,drama,horror,school,seinen,supernatural}",30,R,7.62,61375,108859,317
"Yondemasu yo, Azazel-san. (TV)",TV,13,Finished Airing,4/8/2011,7/1/2011,Spring,null,null,{nozomi entertainment},Production I.G,Manga,"{comedy,supernatural,demons}",12,R,7.62,23992,52025,297
Aa! Megami-sama!: Sorezore no Tsubasa Specials,Special,2,Finished Airing,2/23/2007,null,null,null,{aic},"{adv films,funimation,nyav post}",-,Manga,"{comedy,magic,romance,seinen,supernatural}",24,PG-13,7.61,9794,19155,32
Acchi Kocchi (TV),TV,12,Finished Airing,4/6/2012,6/29/2012,Spring,null,"{pony canyon,tbs,dax production,bs-tbs,jumondo,houbunsha}",{sentai filmworks},AIC,4-koma manga,"{slice of life,comedy,romance,school,seinen}",25,PG-13,7.61,80408,172404,1764
Blend S,TV,12,Finished Airing,10/8/2017,12/24/2017,Fall,0,"{aniplex,houbunsha,kansai telecasting,lawson,contents seed,kinoshita group holdings,drecom}",{aniplex of america},A-1 Pictures,4-koma manga,"{slice of life,comedy}",23,PG-13,7.61,84325,171777,1155
City Hunter: Goodbye My Sweetheart,Special,1,Finished Airing,4/25/1997,null,null,null,null,null,-,-,"{adventure,comedy,shounen}",90,PG-13,7.61,1557,3462,4
Detective Conan Movie 11: Jolly Roger in the Deep Azure,Movie,1,Finished Airing,4/21/2007,null,null,null,{big bang},null,TMS Entertainment,Manga,"{adventure,police,comedy,mystery,shounen}",105,PG-13,7.61,14268,23950,11
Detective Conan OVA 04: Conan and Kid and Crystal Mother,OVA,1,Finished Airing,null,null,null,null,null,null,TMS Entertainment,Manga,"{adventure,mystery,police,shounen}",25,PG-13,7.61,5711,10877,3
Digimon Adventure Movie,Movie,1,Finished Airing,3/6/1999,null,null,null,null,{saban entertainment},Toei Animation,Original,"{action,fantasy,kids,sci-fi}",20,PG,7.61,47813,72928,277
Flying Witch,TV,12,Finished Airing,4/10/2016,6/26/2016,Spring,0,"{vap,kodansha,magic capsule,nippon television network,rab aomori broadcasting,nippon television music}",{sentai filmworks},J.C.Staff,Manga,"{slice of life,comedy,supernatural,magic,shounen}",23,PG-13,7.61,58054,143035,812
Hakuouki OVA,OVA,2,Finished Airing,null,null,null,null,null,null,Studio Deen,Visual novel,"{action,historical,supernatural,drama,samurai}",8,PG-13,7.61,3372,9446,21
Hakuouki Reimeiroku,TV,12,Finished Airing,7/9/2012,9/24/2012,Summer,null,null,{sentai filmworks},Studio Deen,Visual novel,"{action,historical,supernatural,drama,samurai,josei}",23,R,7.61,14114,36763,136
Hellsing,TV,13,Finished Airing,10/11/2001,1/17/2002,Fall,null,"{fuji tv,pioneer ldc}","{funimation,geneon entertainment usa}",Gonzo,Manga,"{action,horror,supernatural,vampire,seinen}",23,R,7.61,218433,391329,4809
Hitorijime My Hero,TV,12,Finished Airing,7/8/2017,9/23/2017,Summer,0,"{sotsu,at-x,tokyo mx,avex pictures,q-tec,docomo anime store,marine entertainment,kanon sound,contents seed,ichijinsha,bs ntv}",{sentai filmworks},Encourage Films,Manga,"{drama,romance,school,shounen ai,slice of life}",24,PG-13,7.61,15702,40241,462
Jewelpet Twinkle☆,TV,52,Finished Airing,4/3/2010,4/2/2011,Spring,null,"{tv tokyo,sotsu,sanrio,studio jack}",null,Studio Comet,Original,"{fantasy,magic,school,shoujo}",24,PG,7.61,1929,5460,69
Kappa no Coo to Natsuyasumi,Movie,1,Finished Airing,7/28/2007,null,null,null,"{dentsu,tv asahi,shochiku,sony music entertainment,dentsu tec}",null,Shin-Ei Animation,Original,"{adventure,shounen}",141,PG,7.61,3805,8878,20
Little Busters!,TV,26,Finished Airing,10/6/2012,4/6/2013,Fall,null,"{warner bros.,showgate}",{sentai filmworks},J.C.Staff,Visual novel,"{slice of life,comedy,supernatural,drama,school}",24,PG-13,7.61,65961,173433,1603
Mobile Fighter G Gundam,TV,49,Finished Airing,4/1/1994,3/31/1995,Spring,5,"{tv asahi,sotsu}",{bandai entertainment},Sunrise,Original,"{sci-fi,adventure,space,comedy,sports,drama,romance,martial arts,mecha}",24,PG-13,7.61,23821,42914,723
Mobile Suit Gundam Wing: Operation Meteor,OVA,4,Finished Airing,4/25/1996,10/25/1996,null,null,null,null,Sunrise,Original,"{action,military,sci-fi,adventure,space,psychological,drama,mecha}",1,PG-13,7.61,2856,7877,27
Nanbaka 2,ONA,12,Finished Airing,1/4/2017,3/22/2017,null,null,{comico},{funimation},Satelight,Web manga,"{action,comedy,drama}",23,PG-13,7.61,21942,47302,190
Naruto: Shippuuden Movie 5 - Blood Prison,Movie,1,Finished Airing,7/30/2011,null,null,null,"{tv tokyo,aniplex,dentsu,shueisha}",{viz media},Studio Pierrot,Manga,"{action,adventure,martial arts,super power,mystery,shounen}",102,PG-13,7.61,59525,100488,105
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",Movie,1,Finished Airing,3/1/2008,null,null,null,"{fuji pacific music publishing,shueisha}",null,Toei Animation,Manga,"{action,adventure,comedy,super power,fantasy,shounen}",113,PG-13,7.61,19853,35894,23
Patalliro!,TV,49,Finished Airing,4/9/1982,5/13/1983,Spring,4,null,null,Toei Animation,Manga,"{adventure,comedy,romance,shoujo,shounen ai}",24,PG,7.61,503,3358,47
Patapata Hikousen no Bouken,TV,26,Finished Airing,1/5/2002,6/29/2002,Winter,null,{tms entertainment},null,Telecom Animation Film,Novel,"{adventure,sci-fi}",24,PG-13,7.61,1178,3669,24
Pokemon XY: Mega Evolution,Special,4,Finished Airing,4/3/2014,10/29/2015,null,null,{tv tokyo},{the pokemon company international},OLM,Game,"{action,adventure,comedy,kids,fantasy}",24,PG,7.61,7941,14299,20
Saint☆Oniisan,OVA,2,Finished Airing,12/3/2012,8/23/2013,null,null,null,null,A-1 Pictures,Manga,"{comedy,seinen,slice of life}",20,PG-13,7.61,21879,46339,150
Saki Achiga-hen: Episode of Side-A Specials,Special,4,Finished Airing,2/20/2013,8/21/2013,null,null,"{sotsu,lantis,tv tokyo music}",null,Studio Gokumi,Manga,"{game,slice of life,school}",30,PG-13,7.61,5911,10400,21
Shoubushi Densetsu Tetsuya,TV,20,Finished Airing,10/7/2000,3/24/2001,Fall,null,"{tv asahi,toei video}",null,Toei Animation,Manga,"{game,historical,shounen}",23,R,7.61,1849,4733,21
"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",Special,3,Finished Airing,9/25/1998,9/25/1999,null,null,{nhk},null,-,Manga,"{comedy,shoujo}",5,G,7.61,10950,21762,312
Aggressive Retsuko,TV,100,Finished Airing,4/2/2016,3/31/2018,Spring,6,{sanrio},null,Fanworks,Original,"{music,comedy}",1,PG,7.6,2232,12019,78
Angel Beats!: Another Epilogue,Special,1,Finished Airing,12/22/2010,null,null,null,"{aniplex,visual art's}",null,P.A. Works,Original,"{supernatural,drama,school}",2,PG-13,7.6,100042,161691,229
Chuunibyou demo Koi ga Shitai! Ren,TV,12,Finished Airing,1/9/2014,3/27/2014,Winter,4,"{lantis,tbs}",{sentai filmworks},Kyoto Animation,Light novel,"{comedy,drama,romance,school,slice of life}",24,PG-13,7.6,174732,296546,1310
Donten ni Warau,TV,12,Finished Airing,10/4/2014,12/20/2014,Fall,null,"{vap,nippon television network}",{funimation},Doga Kobo,Manga,"{action,historical,shoujo,supernatural}",23,PG-13,7.6,28726,74185,550
Hello!! Kiniro Mosaic,TV,12,Finished Airing,4/6/2015,6/22/2015,Spring,1,"{genco,flying dog,showgate}",{sentai filmworks},Studio Gokumi,4-koma manga,"{slice of life,comedy,school,seinen}",23,PG-13,7.6,21166,45427,205
Hokuto no Ken 2,TV,43,Finished Airing,3/12/1987,2/18/1988,Spring,null,null,{discotek media},Toei Animation,Manga,"{action,drama,martial arts,super power}",25,R,7.6,6565,15304,89
Huyao Xiao Hongniang: Beishan Yaodi,ONA,8,Finished Airing,11/18/2016,1/6/2017,null,null,{tencent animation},null,Haoliners Animation League,Manga,"{comedy,historical,supernatural,romance}",14,PG-13,7.6,1092,2620,4
Kino no Tabi: The Beautiful World - The Animated Series,TV,12,Finished Airing,10/6/2017,12/22/2017,Fall,5,"{movic,magic capsule,ascii media works,nbcuniversal entertainment japan,egg firm,crunchyroll sc anime fund}",{funimation},Lerche,Light novel,"{action,adventure,slice of life}",23,R,7.6,30556,86466,395
Love Live! μ's Final Love Live! Opening Animation,Special,1,Finished Airing,3/31/2016,null,null,null,null,null,-,Original,{music},5,G,7.6,723,3414,16
Magic Knight Rayearth II,TV,29,Finished Airing,4/10/1995,11/27/1995,Spring,1,null,"{media blasters,discotek media}",TMS Entertainment,Manga,"{adventure,drama,fantasy,magic,mecha,romance,shoujo}",24,PG-13,7.6,11579,21834,128
Metropolis,Movie,1,Finished Airing,5/26/2001,null,null,null,{kadokawa shoten},null,Madhouse,Manga,"{adventure,drama,police,romance,sci-fi,shounen}",109,PG-13,7.6,27246,55449,360
Planetarian: Chiisana Hoshi no Yume,ONA,5,Finished Airing,7/7/2016,8/4/2016,null,null,{visual art's},{funimation},David Production,Visual novel,"{sci-fi,drama}",18,PG-13,7.6,25700,55606,269
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie,1,Finished Airing,3/19/2011,null,null,null,{asahi broadcasting},null,Toei Animation,Original,"{action,fantasy,magic,shoujo}",71,G,7.6,1562,3456,13
So Ra No Wo To,TV,12,Finished Airing,1/5/2010,3/23/2010,Winter,2,"{tv tokyo,aniplex}",{nozomi entertainment},A-1 Pictures,Original,"{military,sci-fi,music,slice of life}",24,PG-13,7.6,37922,105741,1202
So Ra No Wo To Specials,Special,2,Finished Airing,6/23/2010,9/22/2010,null,null,{aniplex},null,A-1 Pictures,Original,"{military,music,sci-fi,slice of life}",24,PG-13,7.6,11095,19515,10
Suisei no Gargantia,TV,13,Finished Airing,4/7/2013,6/30/2013,Spring,0,"{bandai visual,yomiuri telecasting,lantis,nitroplus,bushiroad,good smile company}",{viz media},Production I.G,Original,"{action,sci-fi,adventure,mecha}",23,PG-13,7.6,118166,215606,998
Tales of Symphonia The Animation: Tethe'alla-hen,OVA,4,Finished Airing,3/25/2010,2/25/2011,null,null,null,null,ufotable,Game,"{action,adventure,magic,martial arts,fantasy}",40,PG-13,7.6,10280,23773,77
Towa no Quon 3: Mugen no Renza,Movie,1,Finished Airing,8/13/2011,null,null,null,"{bandai visual,lantis,movic,showgate,hakuhodo dy media partners,sony pcl}",{sentai filmworks},Bones,Original,"{action,super power,psychological,supernatural}",48,PG-13,7.6,13729,23795,16
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,1,Finished Airing,3/18/2017,null,null,null,"{mainichi broadcasting system,pony canyon,dax production}",null,Studio Gokumi,Light novel,"{slice of life,drama,magic,fantasy}",48,PG-13,7.6,2670,7938,14
Aa! Megami-sama! (TV) Specials,Special,3,Finished Airing,4/1/2005,12/23/2005,null,null,"{bandai visual,aic}","{media blasters,nyav post}",-,Manga,"{magic,comedy,romance,supernatural,seinen}",24,PG-13,7.59,11518,21338,53
Acchi Kocchi (TV): Place=Princess,Special,1,Finished Airing,11/7/2012,null,null,null,null,{sentai filmworks},AIC,4-koma manga,"{slice of life,comedy,romance,school,seinen}",23,PG-13,7.59,20124,34776,54
Ai no Wakakusa Monogatari,TV,48,Finished Airing,1/11/1987,12/27/1987,Winter,0,null,{saban entertainment},Nippon Animation,Novel,"{drama,historical,slice of life}",24,G,7.59,1756,4352,25
Boku no Hero Academia: Training of the Dead,OVA,1,Finished Airing,6/2/2017,null,null,null,null,null,Bones,Manga,"{action,comedy,super power,school,shounen}",25,PG-13,7.59,25194,55492,72
Btooom!,TV,12,Finished Airing,10/4/2012,12/20/2012,Fall,4,"{sotsu,klockworx,flying dog,showgate}",{sentai filmworks},Madhouse,Manga,"{action,sci-fi,psychological,seinen}",24,R,7.59,270510,455559,2891
Casshern Sins,TV,24,Finished Airing,10/2/2008,3/16/2009,Fall,null,"{showgate,usen}",{funimation},"Madhouse,Tatsunoko Production",Other,"{action,adventure,drama,psychological,sci-fi}",24,R,7.59,35456,99846,1199
